,type,id,properties.mag,properties.place,properties.time,properties.updated,properties.tz,properties.url,properties.detail,properties.felt,properties.cdi,properties.mmi,properties.alert,properties.status,properties.tsunami,properties.sig,properties.net,properties.code,properties.ids,properties.sources,properties.types,properties.nst,properties.dmin,properties.rms,properties.gap,properties.magType,properties.type,properties.title,geometry.type,geometry.coordinates
4321,Feature,tx2024tzzy,1.5,"31 km NW of Toyah, Texas",1728657656137,1729005847928,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024tzzy,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024tzzy&format=geojson,,,,,reviewed,0,35,tx,2024tzzy,",tx2024tzzy,",",tx,",",origin,phase-data,",17.0,0.0,0.3,56.0,ml,earthquake,"M 1.5 - 31 km NW of Toyah, Texas",Point,"[-104.008, 31.535, 8.6377]"
4322,Feature,ak024d3kq6km,3.4,"73 km NE of Red Dog Mine, Alaska",1728657507905,1728657744230,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3kq6km,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3kq6km&format=geojson,,,,,automatic,0,178,ak,024d3kq6km,",ak024d3kq6km,",",ak,",",origin,phase-data,",,,0.82,,ml,earthquake,"M 3.4 - 73 km NE of Red Dog Mine, Alaska",Point,"[-161.4652, 68.4416, 16.2]"
4323,Feature,av93309893,0.16,"71 km NW of Ninilchik, Alaska",1728656939060,1728695766730,,https://earthquake.usgs.gov/earthquakes/eventpage/av93309893,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93309893&format=geojson,,,,,reviewed,0,0,av,93309893,",av93309893,",",av,",",origin,phase-data,",9.0,0.02311,0.11,154.0,ml,earthquake,"M 0.2 - 71 km NW of Ninilchik, Alaska",Point,"[-152.728, 60.4225, 11.46]"
4324,Feature,nc75073076,0.74,"4 km SSE of The Geysers, CA",1728656907540,1728660869442,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073076,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073076&format=geojson,,,,,automatic,0,8,nc,75073076,",nc75073076,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.01297,0.13,209.0,md,earthquake,"M 0.7 - 4 km SSE of The Geysers, CA",Point,"[-122.727996826172, 38.753833770752, 8.1899995803833]"
4325,Feature,ak024d3kl7rm,1.6,"11 km NNE of Ninilchik, Alaska",1728656110584,1728656239450,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3kl7rm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3kl7rm&format=geojson,,,,,automatic,0,39,ak,024d3kl7rm,",ak024d3kl7rm,",",ak,",",origin,phase-data,",,,0.15,,ml,earthquake,"M 1.6 - 11 km NNE of Ninilchik, Alaska",Point,"[-151.5948, 60.1462, 57.5]"
4326,Feature,nc75073071,1.16,"13 km SE of Mammoth Lakes, CA",1728655680950,1729101343151,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073071,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073071&format=geojson,,,,,reviewed,0,21,nc,75073071,",nc75073071,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.04443,0.03,200.0,md,earthquake,"M 1.2 - 13 km SE of Mammoth Lakes, CA",Point,"[-118.8715, 37.561, 9.74]"
4327,Feature,nc75073066,0.37,"3 km W of Cobb, CA",1728655614410,1728657564062,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073066,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073066&format=geojson,,,,,automatic,0,2,nc,75073066,",nc75073066,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01455,0.02,110.0,md,earthquake,"M 0.4 - 3 km W of Cobb, CA",Point,"[-122.762168884277, 38.8148345947266, 1.76999998092651]"
4328,Feature,hv74496551,1.97000003,"11 km ENE of Pāhala, Hawaii",1728655125680,1728655231990,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74496551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74496551&format=geojson,,,,,automatic,0,60,hv,74496551,",hv74496551,",",hv,",",origin,phase-data,",34.0,0.02356,0.129999995,206.0,md,earthquake,"M 2.0 - 11 km ENE of Pāhala, Hawaii",Point,"[-155.374664306641, 19.2280006408691, 28.7800006866455]"
4329,Feature,ci40951872,0.54,"17 km ESE of Anza, CA",1728654355920,1728670172018,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951872&format=geojson,,,,,reviewed,0,4,ci,40951872,",ci40951872,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.05568,0.11,75.0,ml,earthquake,"M 0.5 - 17 km ESE of Anza, CA",Point,"[-116.4983333, 33.5088333, 13.35]"
4330,Feature,ci40951864,0.85,"6 km E of Calimesa, CA",1728653943930,1728680346898,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951864,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951864&format=geojson,,,,,reviewed,0,11,ci,40951864,",ci40951864,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.108,0.11,55.0,ml,earthquake,"M 0.9 - 6 km E of Calimesa, CA",Point,"[-116.9938333, 33.991, 14.83]"
4331,Feature,tx2024tzxr,1.3,"59 km S of Whites City, New Mexico",1728653532842,1728671912975,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024tzxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024tzxr&format=geojson,,,,,reviewed,0,26,tx,2024tzxr,",tx2024tzxr,",",tx,",",origin,phase-data,",16.0,0.0,0.3,72.0,ml,earthquake,"M 1.3 - 59 km S of Whites City, New Mexico",Point,"[-104.46, 31.648, 6.3562]"
4332,Feature,us6000ny2n,4.2,"3 km SSE of Uspantán, Guatemala",1728653272194,1728654625040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ny2n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ny2n&format=geojson,,,,,reviewed,0,271,us,6000ny2n,",us6000ny2n,",",us,",",moment-tensor,origin,phase-data,",39.0,0.684,0.64,118.0,mwr,earthquake,"M 4.2 - 3 km SSE of Uspantán, Guatemala",Point,"[-90.8582, 15.32, 4.767]"
4333,Feature,ak024d3k11tp,1.7,"25 km SSW of Glacier View, Alaska",1728652862375,1728652969665,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3k11tp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3k11tp&format=geojson,,,,,automatic,0,44,ak,024d3k11tp,",ak024d3k11tp,",",ak,",",origin,phase-data,",,,0.51,,ml,earthquake,"M 1.7 - 25 km SSW of Glacier View, Alaska",Point,"[-147.9131, 61.6105, 28.2]"
4334,Feature,us6000ny2k,4.5,"114 km SSE of Ust’-Kamchatsk Staryy, Russia",1728651257034,1728653383040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ny2k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ny2k&format=geojson,,,,,reviewed,0,312,us,6000ny2k,",us6000ny2k,",",us,",",origin,phase-data,",45.0,3.422,1.01,124.0,mb,earthquake,"M 4.5 - 114 km SSE of Ust’-Kamchatsk Staryy, Russia",Point,"[163.0569, 55.2529, 31.066]"
4335,Feature,us6000ny2j,4.7,"34 km SSW of Hualien City, Taiwan",1728651128932,1728712043040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ny2j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ny2j&format=geojson,,,,,reviewed,0,340,us,6000ny2j,",us6000ny2j,",",us,",",origin,phase-data,",39.0,0.341,0.78,88.0,mb,earthquake,"M 4.7 - 34 km SSW of Hualien City, Taiwan",Point,"[121.4807, 23.6899, 12.232]"
4336,Feature,hv74496516,2.07,"3 km ENE of Pāhala, Hawaii",1728650679670,1728650855290,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74496516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74496516&format=geojson,,,,,automatic,0,66,hv,74496516,",hv74496516,",",hv,",",origin,phase-data,",53.0,0.05392,0.300000012,124.0,ml,earthquake,"M 2.1 - 3 km ENE of Pāhala, Hawaii",Point,"[-155.447174072266, 19.2108325958252, -0.400000005960464]"
4337,Feature,av93309603,0.9,"42 km SW of Unalaska, Alaska",1728649480560,1728695234670,,https://earthquake.usgs.gov/earthquakes/eventpage/av93309603,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93309603&format=geojson,,,,,reviewed,0,12,av,93309603,",av93309603,",",av,",",origin,phase-data,",5.0,0.2207,0.08,316.0,ml,earthquake,"M 0.9 - 42 km SW of Unalaska, Alaska",Point,"[-166.9315, 53.5755, 16.33]"
4338,Feature,uu80084366,0.71,"15 km NE of Milford, Utah",1728649405090,1728661977820,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80084366,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80084366&format=geojson,,,,,reviewed,0,8,uu,80084366,",uu80084366,",",uu,",",origin,phase-data,",12.0,0.00556,0.09,69.0,md,earthquake,"M 0.7 - 15 km NE of Milford, Utah",Point,"[-112.877, 38.4908333333333, 0.14]"
4339,Feature,nc75073061,0.23,"7 km NW of The Geysers, CA",1728649395860,1728667713611,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073061,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073061&format=geojson,,,,,reviewed,0,1,nc,75073061,",nc75073061,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.008638,0.02,112.0,md,earthquake,"M 0.2 - 7 km NW of The Geysers, CA",Point,"[-122.818166666667, 38.8175, 2.78]"
4340,Feature,ci40951824,1.3,"22 km NW of Searles Valley, CA",1728648315910,1728676324180,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951824&format=geojson,,,,,reviewed,0,26,ci,40951824,",ci40951824,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.05057,0.16,88.0,ml,earthquake,"M 1.3 - 22 km NW of Searles Valley, CA",Point,"[-117.5948333, 35.8853333, 2.06]"
4341,Feature,nc75073051,0.97,"6 km NE of Penngrove, CA",1728647967750,1728670097663,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073051,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073051&format=geojson,,,,,reviewed,0,14,nc,75073051,",nc75073051,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.03651,0.07,57.0,md,earthquake,"M 1.0 - 6 km NE of Penngrove, CA",Point,"[-122.624333333333, 38.3475, 7.88]"
4342,Feature,nn00885850,0.5,"26 km NW of Furnace Creek, California",1728647854622,1728653756012,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885850,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885850&format=geojson,,,,,reviewed,0,4,nn,00885850,",nn00885850,",",nn,",",origin,phase-data,",9.0,0.12,0.0899,257.89,ml,earthquake,"M 0.5 - 26 km NW of Furnace Creek, California",Point,"[-117.0571, 36.6236, 8.9]"
4343,Feature,uw61503433,0.26,"30 km SSE of Morton, Washington",1728647807780,1728682977200,,https://earthquake.usgs.gov/earthquakes/eventpage/uw61503433,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61503433&format=geojson,,,,,reviewed,0,1,uw,61503433,",uw61503433,",",uw,",",origin,phase-data,",5.0,0.05055,0.04,228.0,ml,earthquake,"M 0.3 - 30 km SSE of Morton, Washington",Point,"[-122.17133333333334, 46.28916666666667, 0.3]"
4344,Feature,hv74496501,1.89999998,"7 km S of Pāhala, Hawaii",1728647515960,1728647618190,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74496501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74496501&format=geojson,,,,,automatic,0,56,hv,74496501,",hv74496501,",",hv,",",origin,phase-data,",38.0,0.121,0.129999995,173.0,md,earthquake,"M 1.9 - 7 km S of Pāhala, Hawaii",Point,"[-155.469161987305, 19.1366672515869, 31.3899993896484]"
4345,Feature,nn00885873,1.2,"19 km E of Hawthorne, Nevada",1728647355708,1728685890087,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885873,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885873&format=geojson,,,,,reviewed,0,22,nn,00885873,",nn00885873,",",nn,",",origin,phase-data,",10.0,0.136,0.1944,127.84000000000003,ml,earthquake,"M 1.2 - 19 km E of Hawthorne, Nevada",Point,"[-118.4014, 38.5303, 10.1]"
4346,Feature,ci40951816,3.63,"4 km E of Stovepipe Wells, CA",1728646907360,1729170279009,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951816&format=geojson,8.0,3.2,4.285,,reviewed,0,205,ci,40951816,",ci40951816,nn00885846,us6000ny2b,",",ci,nn,us,",",dyfi,moment-tensor,nearby-cities,origin,phase-data,scitech-link,shakemap,",25.0,0.5175,0.15,146.0,ml,earthquake,"M 3.6 - 4 km E of Stovepipe Wells, CA",Point,"[-117.1021667, 36.6063333, 2.73]"
4347,Feature,nc75073036,0.81,"9 km ESE of Alum Rock, CA",1728646598110,1729018821272,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073036,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073036&format=geojson,,,,,reviewed,0,10,nc,75073036,",nc75073036,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.06475,0.04,100.0,md,earthquake,"M 0.8 - 9 km ESE of Alum Rock, CA",Point,"[-121.722333333333, 37.354, 3.15]"
4348,Feature,nc75073031,1.02,"12 km SE of Mammoth Lakes, CA",1728645800410,1729094380219,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073031,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073031&format=geojson,,,,,reviewed,0,16,nc,75073031,",nc75073031,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.04418,0.04,182.0,md,earthquake,"M 1.0 - 12 km SE of Mammoth Lakes, CA",Point,"[-118.877333333333, 37.568, 9.09]"
4349,Feature,ak024d3itzi8,1.8,"15 km NW of Trapper Creek, Alaska",1728645610246,1728645726765,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3itzi8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3itzi8&format=geojson,,,,,automatic,0,50,ak,024d3itzi8,",ak024d3itzi8,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.8 - 15 km NW of Trapper Creek, Alaska",Point,"[-150.4524, 62.4166, 61.9]"
4350,Feature,ak024d3iszrf,1.5,"37 km W of Denali National Park, Alaska",1728645353656,1728656060585,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3iszrf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3iszrf&format=geojson,,,,,reviewed,0,35,ak,024d3iszrf,",ak024d3iszrf,",",ak,",",origin,phase-data,",,,0.71,,ml,earthquake,"M 1.5 - 37 km W of Denali National Park, Alaska",Point,"[-152.4706, 63.5367, 7.9]"
4351,Feature,nc75073026,1.38,"17 km WSW of Lakeport, CA",1728645272340,1729092399820,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073026,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073026&format=geojson,,,,,reviewed,0,29,nc,75073026,",nc75073026,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.09696,0.09,48.0,md,earthquake,"M 1.4 - 17 km WSW of Lakeport, CA",Point,"[-123.069166666667, 38.953, 6.07]"
4352,Feature,nc75073021,1.08,"3 km NE of The Geysers, CA",1728644919590,1728649036052,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073021,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073021&format=geojson,,,,,automatic,0,18,nc,75073021,",nc75073021,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.0152,0.02,105.0,md,earthquake,"M 1.1 - 3 km NE of The Geysers, CA",Point,"[-122.740501403809, 38.798168182373, 2.46000003814697]"
4353,Feature,av93309528,-0.09,"60 km WNW of Tyonek, Alaska",1728644778380,1728694575240,,https://earthquake.usgs.gov/earthquakes/eventpage/av93309528,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93309528&format=geojson,,,,,reviewed,0,0,av,93309528,",av93309528,",",av,",",origin,phase-data,",7.0,0.0904,0.1,100.0,ml,earthquake,"M -0.1 - 60 km WNW of Tyonek, Alaska",Point,"[-152.1945, 61.2555, 20.29]"
4354,Feature,pr71462348,2.35,"6 km SSW of Indios, Puerto Rico",1728644410990,1728647963620,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71462348,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71462348&format=geojson,,,,,reviewed,0,85,pr,71462348,",pr71462348,",",pr,",",origin,phase-data,",7.0,0.04508,0.05,218.0,md,earthquake,"M 2.4 - 6 km SSW of Indios, Puerto Rico",Point,"[-66.8366666666667, 17.9386666666667, 19.37]"
4355,Feature,nc75073016,0.92,"5 km WNW of The Geysers, CA",1728644349550,1728647365841,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073016&format=geojson,,,,,automatic,0,13,nc,75073016,",nc75073016,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",17.0,0.007693,0.02,96.0,md,earthquake,"M 0.9 - 5 km WNW of The Geysers, CA",Point,"[-122.810165405273, 38.7936668395996, 3.11999988555908]"
4356,Feature,ak024d3igh6x,3.2,"103 km NW of Yakutat, Alaska",1728644227610,1728979662040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3igh6x,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3igh6x&format=geojson,,,,,automatic,0,158,ak,024d3igh6x,",us6000ny25,ak024d3igh6x,",",us,ak,",",origin,phase-data,",,,0.65,,ml,earthquake,"M 3.2 - 103 km NW of Yakutat, Alaska",Point,"[-140.8576, 60.287, 5.3]"
4357,Feature,ci40951808,2.8,"2 km WSW of Loma Linda, CA",1728644155760,1729556002899,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951808,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951808&format=geojson,58.0,4.3,2.647,,reviewed,0,146,ci,40951808,",ci40951808,us6000ny24,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,shakemap,",163.0,0.05984,0.18,16.0,ml,earthquake,"M 2.8 - 2 km WSW of Loma Linda, CA",Point,"[-117.2776667, 34.0425, 12.11]"
4358,Feature,nn00885841,1.1,"27 km NW of Furnace Creek, California",1728642679730,1728653570034,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00885841,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00885841&format=geojson,,,,,reviewed,0,19,nn,00885841,",nn00885841,",",nn,",",origin,phase-data,",18.0,0.147,0.1144,214.11,ml,earthquake,"M 1.1 - 27 km NW of Furnace Creek, California",Point,"[-117.0883, 36.6082, 6.2]"
4359,Feature,ci40951792,1.06,"2 km WSW of Loma Linda, CA",1728642622390,1728679907730,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951792,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951792&format=geojson,,,,,reviewed,0,17,ci,40951792,",ci40951792,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.06048,0.13,43.0,ml,earthquake,"M 1.1 - 2 km WSW of Loma Linda, CA",Point,"[-117.2771667, 34.042, 12.46]"
4360,Feature,uu80084356,1.02,"13 km SE of Snowville, Utah",1728642425240,1728661371600,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80084356,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80084356&format=geojson,,,,,reviewed,0,16,uu,80084356,",uu80084356,",",uu,",",origin,phase-data,",8.0,0.1648,0.12,138.0,md,earthquake,"M 1.0 - 13 km SE of Snowville, Utah",Point,"[-112.598, 41.878, 1.77]"
4361,Feature,pr2024285000,3.54,"81 km ENE of Punta Cana, Dominican Republic",1728642240400,1728977705040,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024285000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024285000&format=geojson,,,,,reviewed,0,193,pr,2024285000,",us6000ny20,pr2024285000,",",us,pr,",",origin,phase-data,",21.0,0.7777,0.48,176.0,md,earthquake,"M 3.5 - 81 km ENE of Punta Cana, Dominican Republic",Point,"[-67.7586, 18.9796, 27]"
4362,Feature,mb90063303,0.78,"12 km E of Dillon, Montana",1728641874450,1728680532030,,https://earthquake.usgs.gov/earthquakes/eventpage/mb90063303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb90063303&format=geojson,,,,,reviewed,0,9,mb,90063303,",mb90063303,",",mb,",",origin,phase-data,",8.0,0.1745,0.1,117.0,ml,earthquake,"M 0.8 - 12 km E of Dillon, Montana",Point,"[-112.477, 45.2096666666667, 9.92]"
4363,Feature,ak024d3i6w78,1.7,"24 km W of Anderson, Alaska",1728641556522,1728641682883,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3i6w78,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3i6w78&format=geojson,,,,,automatic,0,44,ak,024d3i6w78,",ak024d3i6w78,",",ak,",",origin,phase-data,",,,0.64,,ml,earthquake,"M 1.7 - 24 km W of Anderson, Alaska",Point,"[-149.6957, 64.3331, 0]"
4364,Feature,nc75073006,0.54,"5 km WNW of Hillsborough, CA",1728641181680,1728856619550,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75073006,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75073006&format=geojson,,,,,reviewed,0,4,nc,75073006,",nc75073006,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.01165,0.08,93.0,md,earthquake,"M 0.5 - 5 km WNW of Hillsborough, CA",Point,"[-122.432166666667, 37.5756666666667, 7.07]"
4365,Feature,ci40951784,0.9,"4 km ESE of Rubidoux, CA",1728641173990,1728664058768,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951784,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951784&format=geojson,,,,,reviewed,0,12,ci,40951784,",ci40951784,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.01096,0.12,80.0,ml,earthquake,"M 0.9 - 4 km ESE of Rubidoux, CA",Point,"[-117.371, 33.9831667, 15.48]"
4366,Feature,ci37685636,0.59,"1 km N of Loma Linda, CA",1728640840680,1728679428608,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37685636,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37685636&format=geojson,,,,,reviewed,0,5,ci,37685636,",ci37685636,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1155,0.12,135.0,ml,earthquake,"M 0.6 - 1 km N of Loma Linda, CA",Point,"[-117.2613333, 34.0596667, 15.77]"
4367,Feature,ci40951776,0.76,"10 km W of Garnet, CA",1728640826770,1728679086799,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40951776,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40951776&format=geojson,,,,,reviewed,0,9,ci,40951776,",ci40951776,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.1112,0.09,51.0,ml,earthquake,"M 0.8 - 10 km W of Garnet, CA",Point,"[-116.6508333, 33.8973333, 15.19]"
4368,Feature,ok2024tzql,1.14,"6 km ENE of Edmond, Oklahoma",1728640369579,1728909961713,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024tzql,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024tzql&format=geojson,,,,,reviewed,0,20,ok,2024tzql,",ok2024tzql,",",ok,",",origin,phase-data,",50.0,0.03239364326,0.21,76.0,ml,earthquake,"M 1.1 - 6 km ENE of Edmond, Oklahoma",Point,"[-97.405, 35.66816667, 7.23]"
4369,Feature,uw62053616,1.6600000000000001,"8 km SSW of Seabeck, Washington",1728640180650,1728675551840,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62053616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62053616&format=geojson,,,,,reviewed,0,42,uw,62053616,",uw62053616,",",uw,",",origin,phase-data,",63.0,0.03406,0.16,48.0,ml,earthquake,"M 1.7 - 8 km SSW of Seabeck, Washington",Point,"[-122.875, 47.56766666666667, 21.4]"
4370,Feature,tx2024tzqc,1.6,"59 km S of Whites City, New Mexico",1728639759038,1728660775714,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024tzqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024tzqc&format=geojson,,,,,reviewed,0,39,tx,2024tzqc,",tx2024tzqc,",",tx,",",origin,phase-data,",23.0,0.0,0.1,72.0,ml,earthquake,"M 1.6 - 59 km S of Whites City, New Mexico",Point,"[-104.457, 31.647, 6.9202]"
4371,Feature,av93023824,0.69,"60 km WNW of Beluga, Alaska",1728639354220,1728750770660,,https://earthquake.usgs.gov/earthquakes/eventpage/av93023824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93023824&format=geojson,,,,,reviewed,0,7,av,93023824,",av93023824,",",av,",",origin,phase-data,",8.0,0.06585,0.17,115.0,ml,earthquake,"M 0.7 - 60 km WNW of Beluga, Alaska",Point,"[-152.153666666667, 61.3098333333333, 32.94]"
4372,Feature,ak024d3hprny,0.9,"61 km NE of Whittier, Alaska",1728639166224,1728639840745,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3hprny,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3hprny&format=geojson,,,,,automatic,0,12,ak,024d3hprny,",ak024d3hprny,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 0.9 - 61 km NE of Whittier, Alaska",Point,"[-147.8762, 61.1574, 4.9]"
4373,Feature,ak024d3hpkhd,3.0,"117 km SSW of Kaktovik, Alaska",1728639113130,1728898205040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024d3hpkhd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024d3hpkhd&format=geojson,,,,,automatic,0,138,ak,024d3hpkhd,",us6000ny1x,ak024d3hpkhd,",",us,ak,",",origin,phase-data,",,,1.11,,ml,earthquake,"M 3.0 - 117 km SSW of Kaktovik, Alaska",Point,"[-144.949, 69.181, 0]"
4374,Feature,us6000ny1w,4.9,"65 km NNW of Kandrian, Papua New Guinea",1728638807349,1728640104040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000ny1w,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ny1w&format=geojson,,,,,reviewed,0,369,us,6000ny1w,",us6000ny1w,",",us,",",origin,phase-data,",41.0,3.145,0.75,76.0,mb,earthquake,"M 4.9 - 65 km NNW of Kandrian, Papua New Guinea",Point,"[149.36, -5.6469, 160.789]"
4375,Feature,av93309408,0.03,"67 km WNW of Beluga, Alaska",1728638738490,1728693499940,,https://earthquake.usgs.gov/earthquakes/eventpage/av93309408,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93309408&format=geojson,,,,,reviewed,0,0,av,93309408,",av93309408,",",av,",",origin,phase-data,",8.0,0.08382,0.09,126.0,ml,earthquake,"M 0.0 - 67 km WNW of Beluga, Alaska",Point,"[-152.289166666667, 61.3185, 1.23]"
